ANIO,CCDD,NOMBREDD,CCPP,NOMBREPV,CCDI,NOMBREDI,CONGLOMERADO,NSELUA,UA,RESFIN,REGION,DOMINIO,FACTOR,CODIGO,P102_1,P102_2,P229C,P204_NOM_200C,P204_COD_200C,P229C_NOM,P229C_COD,P229D_CANT_ENT,P229D_CANT_DEC,P229D_UM,P229D_UM_COD,P229_EQUIV,P229E_1_CANT_ENT,P229E_1_CANT_DEC,P229E_PREC_ENT,P229E_PREC_DEC,P229E_VAL,P229E_1_PRE_KG,P229E_2_ENT,P229E_2_DEC,P229E_3_ENT,P229E_3_DEC,OMICAP200_02
2017,24,TUMBES,01,TUMBES,02,CORRALES,00018,00006,2,1,1,1,8.05252100840336,1,1,0,1,CACAO,1202,TABLETAS DE CHOCOLATE,4135,8,000,TABLETA,52,1,0,000, , , , ,8,000,0,000, 
2015,24,TUMBES,01,TUMBES,01,TUMBES,00024,00075,0010,1,1,1,8.6719457014,1,1,0,1,CACAO,                                    1202,BOLITAS DE CHOCOLATE,8888,2,000,KILO,12,1,0,000, , , , ,2,000,0,000, 
2021,24,TUMBES,01,TUMBES,01,TUMBES,00029,00060,8,1,1,1,10.5,1,1,1,1,CACAO,1202,TABLETAS DE CHOCOLATE,4135,24,000,UNIDAD,24,.25,16,000,2,00,32,8,6,000,2,000, 
2015,24,TUMBES,01,TUMBES,06,SAN JUAN DE LA VIRGEN,00030,00064,0010,1,1,1,8.0525210084,1,1,0,1,CACAO,                                    1202,BOLITAS DE CHOCOLATE,8888,10,000,UNIDAD,24,.15,0,000, , , , ,5,000,5,000, 
2015,24,TUMBES,01,TUMBES,06,SAN JUAN DE LA VIRGEN,00032,00005,0001,1,1,1,9.4285714286,1,1,1,1,CACAO,                                    1202,BOLITAS DE CHOCOLATE,8888,6,000,UNIDAD,24,.1,0,000, , , , ,6,000,0,000, 
2015,24,TUMBES,01,TUMBES,06,SAN JUAN DE LA VIRGEN,00032,00019,0002,1,1,1,9.4285714286,1,1,1,1,CACAO,                                    1202,BOLITAS DE CHOCOLATE,8888,7,000,UNIDAD,24,.1,0,000, , , , ,5,000,2,000, 
2015,24,TUMBES,01,TUMBES,06,SAN JUAN DE LA VIRGEN,00032,00040,0004,1,1,1,9.4285714286,1,1,0,1,CACAO,                                    1202,BOLITAS DE CHOCOLATE,8888,30,000,UNIDAD,24,.1,0,000, , , , ,15,000,15,000, 
2015,24,TUMBES,01,TUMBES,06,SAN JUAN DE LA VIRGEN,00033,00047,0009,1,1,1,8.0525210084,1,1,1,1,CACAO,                                    1202,BOLITAS DE CHOCOLATE,8888,3,000,UNIDAD,24,.25,0,000, , , , ,3,000,0,000, 
2015,24,TUMBES,01,TUMBES,06,SAN JUAN DE LA VIRGEN,00033,00053,0010,1,1,1,8.0525210084,1,1,0,1,CACAO,                                    1202,BOLITAS DE CHOCOLATE,8888,8,000,UNIDAD,24,.1,0,000, , , , ,8,000,0,000, 
2015,24,TUMBES,01,TUMBES,05,SAN JACINTO,00040,00011,0003,1,1,1,8.9285714286,1,1,0,1,CACAO,                                    1202,BOLITAS DE CHOCOLATE,8888,24,000,UNIDAD,24,.2,0,000, , , , ,12,000,12,000, 
2016,24,TUMBES,01,TUMBES,04,PAMPAS DE HOSPITAL,00045,00072,9,1,1,1,9.78571428571429,1,1,0,1,CACAO,1202,TABLETAS DE CHOCOLATE,4135,30,000,UNIDAD,24,.1,0,000, , , , ,20,000,10,000, 
2016,24,TUMBES,01,TUMBES,04,PAMPAS DE HOSPITAL,00045,00082,10,1,1,1,9.78571428571429,1,1,1,1,CACAO,1202,TABLETAS DE CHOCOLATE,4135,48,000,UNIDAD,24,.1,0,000, , , , ,48,000,0,000, 
2015,24,TUMBES,01,TUMBES,04,PAMPAS DE HOSPITAL,00049,00042,0006,1,1,1,8.0525210084,1,1,0,1,CACAO,                                    1202,BOLITAS DE CHOCOLATE,8888,80,000,UNIDAD,24,.1,0,000, , , , ,50,000,30,000, 
2015,24,TUMBES,01,TUMBES,04,PAMPAS DE HOSPITAL,00049,00106,0014,1,1,1,8.0525210084,1,1,1,1,CACAO,                                    1202,BOLITAS DE CHOCOLATE,8888,200,000,UNIDAD,24,.1,0,000, , , , ,80,000,120,000, 
2015,24,TUMBES,01,TUMBES,04,PAMPAS DE HOSPITAL,00050,00042,0007,1,1,1,8.0525210084,1,1,0,1,CACAO,                                    1202,BOLITAS DE CHOCOLATE,8888,8,000,UNIDAD,24,.1,0,000, , , , ,6,000,2,000, 
2014,24,TUMBES,01,TUMBES,04,PAMPAS DE HOSPITAL,00052,00068,11,1,1,1,8.06428571428571,1,1,1,1, , ,BOLITAS DE CHOCOLATE,8888,20,000,UNIDAD,24,.2,0,000, , , , ,10,000,10,000,00
2014,24,TUMBES,01,TUMBES,04,PAMPAS DE HOSPITAL,00052,00075,12,1,1,1,8.06428571428571,1,1,1,1, , ,BOLITAS DE CHOCOLATE,8888,8,000,UNIDAD,24,.1,0,000, , , , ,8,000,0,000,00
2015,24,TUMBES,01,TUMBES,04,PAMPAS DE HOSPITAL,00053,00094,0013,1,1,1,8.6719457014,1,1,1,1,CACAO,                                    1202,TABLETAS DE CHOCOLATE,4135,100,000,TABLETA,52,.1,80,000,2,000,160, ,20,000,0,000, 
2015,24,TUMBES,01,TUMBES,04,PAMPAS DE HOSPITAL,00054,00103,0012,1,1,1,9.5,1,1,0,1,CACAO,                                    1202,BOLITAS DE CHOCOLATE,8888,6,000,UNIDAD,24,.2,0,000, , , , ,6,000,0,000, 
2015,24,TUMBES,03,ZARUMILLA,01,ZARUMILLA,00055,00042,0006,1,1,1,9.3946078431,1,1,1,1,CIRUELA AGRIA,                                    1125,MERMELADA,4140,2,000,KILO,12,1,0,000, , , , ,1,000,1,000, 
2016,24,TUMBES,03,ZARUMILLA,01,ZARUMILLA,00055,00054,8,1,1,1,8.05252100840336,1,1,0,1,CIRUELA AGRIA,1125,VINO,4139,20,000,LITRO,14,1,0,000, , , , ,0,000,20,000, 
2015,24,TUMBES,03,ZARUMILLA,01,ZARUMILLA,00055,00091,0012,1,1,1,9.3946078431,1,1,0,1,CIRUELA AGRIA,                                    1125,MERMELADA,4140,72,000,TARRINA,88,.25,50,000,3,000,150, ,2,000,20,000, 
2015,24,TUMBES,03,ZARUMILLA,02,AGUAS VERDES,00057,00083,0008,1,1,1,10.1428571429,1,1,1,1,CACAO,                                    1202,TABLETAS DE CHOCOLATE,4135,20,000,KILO,12,1,2,000,5,000,10, ,6,000,12,000, 
2014,24,TUMBES,03,ZARUMILLA,02,AGUAS VERDES,00059,00058,8,1,1,1,8.68461538461539,1,1,1,1, , ,BOLITAS DE CHOCOLATE,8888,7,000,UNIDAD,24,.03,0,000, , , , ,7,000,0,000,00
2014,24,TUMBES,03,ZARUMILLA,02,AGUAS VERDES,00059,00083,12,1,1,1,8.68461538461539,1,1,0,1, , ,BOLITAS DE CHOCOLATE,8888,20,000,UNIDAD,24,.1,0,000, , , , ,10,000,10,000,00
2015,24,TUMBES,03,ZARUMILLA,02,AGUAS VERDES,00060,00009,0001,1,1,1,8.0525210084,1,1,1,1,CACAO,                                    1202,BOLITAS DE CHOCOLATE,8888,15,000,KILO,12,1,0,000, , , , ,10,000,5,000, 
2015,24,TUMBES,03,ZARUMILLA,02,AGUAS VERDES,00060,00042,0006,1,1,1,8.0525210084,1,1,0,1,CACAO,                                    1202,TABLETAS DE CHOCOLATE,4135,2,000,KILO,12,1,0,000, , , , ,2,000,0,000, 
2014,24,TUMBES,03,ZARUMILLA,02,AGUAS VERDES,00062,00091,11,1,1,1,8.42857142857143,1,1,1,1, , ,TABLETAS DE CHOCOLATE,4135,23,000,UNIDAD,24,.05,20,000,2,000,40, ,3,000,0,000,00
2015,24,TUMBES,03,ZARUMILLA,02,AGUAS VERDES,00062,00101,0012,1,1,1,8.4285714286,1,1,1,1,CACAO,                                    1202,BOLITAS DE CHOCOLATE,8888,12,000,UNIDAD,24,1,0,000, , , , ,12,000,0,000, 
2015,24,TUMBES,03,ZARUMILLA,02,AGUAS VERDES,00063,00024,0003,1,1,1,8.6719457014,1,1,0,1,CACAO,                                    1202,BOLITAS DE CHOCOLATE,8888,20,000,UNIDAD,24,.1,0,000, , , , ,4,000,16,000, 
2015,24,TUMBES,03,ZARUMILLA,02,AGUAS VERDES,00063,00025,0004,1,1,1,8.6719457014,1,1,0,1,CACAO,                                    1202,BOLITAS DE CHOCOLATE,8888,80,000,UNIDAD,24,.1,0,000, , , , ,40,000,40,000, 
2015,24,TUMBES,03,ZARUMILLA,02,AGUAS VERDES,00063,00043,0006,1,1,1,8.6719457014,1,1,0,1,CACAO,                                    1202,BOLITAS DE CHOCOLATE,8888,10,000,UNIDAD,24,.1,0,000, , , , ,2,000,8,000, 
2015,24,TUMBES,03,ZARUMILLA,02,AGUAS VERDES,00063,00050,0007,1,1,1,8.6719457014,1,1,0,1,CACAO,                                    1202,BOLITAS DE CHOCOLATE,8888,36,000,UNIDAD,24,.1,0,000, , , , ,18,000,18,000, 
2015,24,TUMBES,03,ZARUMILLA,02,AGUAS VERDES,00063,00052,0008,1,1,1,8.6719457014,1,1,0,1,CACAO,                                    1202,BOLITAS DE CHOCOLATE,8888,30,000,UNIDAD,24,.15,0,000, , , , ,10,000,20,000, 
2015,24,TUMBES,03,ZARUMILLA,02,AGUAS VERDES,00063,00061,0009,1,1,1,8.6719457014,1,1,0,1,CACAO,                                    1202,BOLITAS DE CHOCOLATE,8888,8,000,UNIDAD,24,.1,0,000, , , , ,8,000,0,000, 
2015,24,TUMBES,03,ZARUMILLA,02,AGUAS VERDES,00063,00083,0012,1,1,1,8.6719457014,1,1,0,1,CACAO,                                    1202,BOLITAS DE CHOCOLATE,8888,10,000,UNIDAD,24,.12,0,000, , , , ,10,000,0,000, 
2015,24,TUMBES,03,ZARUMILLA,02,AGUAS VERDES,00063,00086,0013,1,1,1,8.6719457014,1,1,0,1,CACAO,                                    1202,BOLITAS DE CHOCOLATE,8888,6,000,UNIDAD,24,.1,0,000, , , , ,6,000,0,000, 
2015,24,TUMBES,03,ZARUMILLA,02,AGUAS VERDES,00063,00098,0014,1,1,1,8.6719457014,1,1,0,1,CACAO,                                    1202,BOLITAS DE CHOCOLATE,8888,140,000,UNIDAD,24,.08,0,000, , , , ,12,000,128,000, 
2015,24,TUMBES,03,ZARUMILLA,04,PAPAYAL,00066,00028,0003,1,1,1,8.0525210084,1,1,0,1,CACAO,                                    1202,BOLITAS DE CHOCOLATE,8888,54,000,BOLITAS DE CHOCOLATE,88,.08,48,000,1,500,72, ,6,000,0,000, 
2014,24,TUMBES,03,ZARUMILLA,04,PAPAYAL,00066,00032,5,1,1,1,8.06428571428571,1,1,0,1, , ,BOLITAS DE CHOCOLATE,8888,12,000,UNIDAD,24,.08,0,000, , , , ,12,000,0,000,00
2018,24,TUMBES,03,ZARUMILLA,04,PAPAYAL,00066,00058,7,1,1,1,8.05252100840336,1,1,0,1,CACAO,1202,TABLETAS DE CHOCOLATE,4135,1,000,KILO,12,1,0,000, , , , ,1,000,0,000, 
2015,24,TUMBES,03,ZARUMILLA,04,PAPAYAL,00066,00071,0010,1,1,1,8.0525210084,1,1,1,1,CACAO,                                    1202,TABLETAS DE CHOCOLATE,4135,200,000,BOTIJA,6,.05,150,000,1,000,150, ,50,000,0,000, 
2018,24,TUMBES,03,ZARUMILLA,04,PAPAYAL,00066,00082,10,1,1,1,8.05252100840336,1,1,1,1,CACAO,1202,TABLETAS DE CHOCOLATE,4135,22,000,KILO,12,1,0,000, , , , ,22,000,0,000, 
2021,24,TUMBES,03,ZARUMILLA,03,MATAPALO,00069,00120,8,1,1,1,21.1538461538462,1,1,0,1,CACAO,1202,BOLITAS DE CACAO,8888,14,500,UNIDAD,24,.7,7,250,1,00,7,1.4286,7,250,0,000, 
2015,24,TUMBES,03,ZARUMILLA,03,MATAPALO,00069,00185,0010,1,1,1,21,1,1,1,1,CAÑA DE AZUCAR PARA FRUTA,                                    2811,GUARAPO,4111,5,000,LATA,13,15,0,000, , , , ,5,000,0,000, 
2021,20,PIURA,05,PAITA,05,LA HUACA,00088,00003,1,1,1,1,128.214285714286,1,1,1,1,MAIZ AMARILLO DURO,2107,CHICHA,4107,90,000,LITRO,14,1,0,000, , , , ,90,000,0,000, 
2021,20,PIURA,05,PAITA,05,LA HUACA,00088,00005,2,1,1,1,128.214285714286,1,1,1,1,PLATANO,1171,HARINA DE PLATANO,4116,500,000,KILOGRAMO,12,1,0,000, , , , ,500,000,0,000, 
2021,20,PIURA,05,PAITA,05,LA HUACA,00088,00008,3,1,1,1,128.214285714286,1,1,1,1,MAIZ AMARILLO DURO,2107,CHICHA,4107,200,000,LITRO,14,1,0,000, , , , ,150,000,50,000, 
2021,20,PIURA,05,PAITA,05,LA HUACA,00088,00015,4,1,1,1,128.214285714286,1,1,1,1,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122,0,500,QUINTAL,18,50,0,000, , , , ,0,500,0,000, 
2021,20,PIURA,05,PAITA,05,LA HUACA,00088,00032,5,1,1,1,128.214285714286,1,1,1,1,MAIZ AMARILLO DURO,2107,CHICHA,4107,100,000,LITRO,14,1,0,000, , , , ,100,000,0,000, 
2021,20,PIURA,05,PAITA,05,LA HUACA,00088,00033,6,1,1,1,128.214285714286,1,1,1,1,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122,0,500,QUINTAL,18,50,0,000, , , , ,0,500,0,000, 
2021,20,PIURA,05,PAITA,05,LA HUACA,00088,00038,7,1,1,1,128.214285714286,1,1,1,1,MAIZ AMARILLO DURO,2107,CHICHA,4107,100,000,LITRO,14,1,0,000, , , , ,100,000,0,000, 
2021,20,PIURA,05,PAITA,05,LA HUACA,00088,00044,8,1,1,1,128.214285714286,1,1,1,1,PLATANO,1171,HARINA DE PLATANO,4116,200,000,KILOGRAMO,12,1,0,000, , , , ,200,000,0,000, 
2021,20,PIURA,05,PAITA,05,LA HUACA,00088,00055,9,1,1,1,128.214285714286,1,1,1,1,PLATANO,1171,HARINA DE PLATANO,4116,150,000,KILOGRAMO,12,1,0,000, , , , ,150,000,0,000, 
2021,20,PIURA,05,PAITA,05,LA HUACA,00088,00062,10,1,1,1,128.214285714286,1,1,1,1,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122,0,500,QUINTAL,18,50,0,000, , , , ,0,500,0,000, 
2021,20,PIURA,05,PAITA,05,LA HUACA,00088,00074,12,1,1,1,128.214285714286,1,1,1,1,MAIZ AMARILLO DURO,2107,MAIZ MOTE (PELADO),4122,0,500,QUINTAL,18,50,0,000, , , , ,0,500,0,000, 
2021,20,PIURA,05,PAITA,05,LA HUACA,00088,00076,13,1,1,1,128.214285714286,1,1,1,1,MAIZ AMARILLO DURO,2107,CHICHA,4107,80,000,LITRO,14,1,0,000, , , , ,80,000,0,000, 
2021,20,PIURA,06,SULLANA,01,SULLANA,00237,00009,1,1,1,1,138.076923076923,1,1,1,1,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122,0,500,QUINTAL,18,50,0,000, , , , ,0,500,0,000, 
2021,20,PIURA,06,SULLANA,01,SULLANA,00237,00017,2,1,1,1,138.076923076923,1,1,1,1,PLATANO,1171,HARINA DE PLATANO,4116,100,000,KILOGRAMO,12,1,0,000, , , , ,100,000,0,000, 
2021,20,PIURA,06,SULLANA,01,SULLANA,00237,00039,3,1,1,1,138.076923076923,1,1,1,1,PLATANO,1171,HARINA DE PLATANO,4116,100,000,KILOGRAMO,12,1,0,000, , , , ,100,000,0,000, 
2021,20,PIURA,06,SULLANA,01,SULLANA,00237,00059,4,1,1,1,138.076923076923,1,1,1,1,PLATANO,1171,HARINA DE PLATANO,4116,250,000,KILOGRAMO,12,1,0,000, , , , ,250,000,0,000, 
2021,20,PIURA,06,SULLANA,01,SULLANA,00237,00061,5,1,1,1,138.076923076923,1,1,1,1,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122,1,000,QUINTAL,18,50,0,000, , , , ,1,000,0,000, 
2021,20,PIURA,06,SULLANA,01,SULLANA,00237,00079,6,1,1,1,138.076923076923,1,1,1,1,PLATANO,1171,HARINA DE PLATANO,4116,25,000,KILOGRAMO,12,1,0,000, , , , ,25,000,0,000, 
2021,20,PIURA,06,SULLANA,01,SULLANA,00237,00095,7,1,1,1,138.076923076923,1,1,1,1,PLATANO,1171,HARINA DE PLATANO,4116,100,000,KILOGRAMO,12,1,0,000, , , , ,100,000,0,000, 
2021,20,PIURA,06,SULLANA,01,SULLANA,00237,00103,8,1,1,1,138.076923076923,1,1,1,1,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122,0,500,QUINTAL,18,50,0,000, , , , ,0,500,0,000, 
2021,20,PIURA,06,SULLANA,01,SULLANA,00237,00104,9,1,1,1,138.076923076923,1,1,1,1,PLATANO,1171,HARINA DE PLATANO,4116,250,000,KILOGRAMO,12,1,0,000, , , , ,250,000,0,000, 
2021,20,PIURA,06,SULLANA,01,SULLANA,00237,00107,10,1,1,1,138.076923076923,1,1,1,1,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122,0,500,QUINTAL,18,50,0,000, , , , ,0,500,0,000, 
2021,20,PIURA,06,SULLANA,01,SULLANA,00237,00115,11,1,1,1,138.076923076923,1,1,1,1,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122,0,500,QUINTAL,18,50,0,000, , , , ,0,500,0,000, 
2021,20,PIURA,06,SULLANA,01,SULLANA,00237,00132,12,1,1,1,138.076923076923,1,1,1,1,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122,1,000,QUINTAL,18,50,0,000, , , , ,1,000,0,000, 
2021,20,PIURA,06,SULLANA,01,SULLANA,00237,00147,14,1,1,1,138.076923076923,1,1,1,1,PLATANO,1171,HARINA DE PLATANO,4116,175,000,KILOGRAMO,12,1,0,000, , , , ,175,000,0,000, 
2022,20,PIURA,02,AYABACA,10,SUYO,00250,00029,6,1,1, , ,1,1,1,1,MAIZ AMARILLO DURO,2107,HARINA DE MAIZ,4115,40,000,KILOGRAMO,12,1,0,000, , , , ,40,000,0,000, 
2017,20,PIURA,02,AYABACA,10,SUYO,00258,00026,4,1,1,1,124.662561576355,1,1,1,1,MAIZ AMARILLO DURO,2107,HARINA DE MAIZ,4115,1,000,SACO,19,46,0,000, , , , ,1,000,0,000, 
2017,20,PIURA,02,AYABACA,10,SUYO,00258,00038,6,1,1,1,124.662561576355,1,1,1,1,MAIZ AMARILLO DURO,2107,HARINA DE MAIZ,4115,1,000,SACO,19,46,0,000, , , , ,1,000,0,000, 
2017,20,PIURA,02,AYABACA,10,SUYO,00258,00083,11,1,1,1,124.662561576355,1,1,1,1,MAIZ AMARILLO DURO,2107,HARINA DE MAIZ,4115,1,000,QUINTAL,18,46,0,000, , , , ,1,000,0,000, 
2017,20,PIURA,02,AYABACA,10,SUYO,00258,00083,11,1,1,1,124.662561576355,1,1,1,2,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106,20,000,QUINTAL,18,50,20,000,140,00,2800, ,0,000,0,000, 
2017,20,PIURA,02,AYABACA,10,SUYO,00258,00095,13,1,1,1,124.662561576355,1,1,1,1,MAIZ AMARILLO DURO,2107,HARINA DE MAIZ,4115,1,000,QUINTAL,18,46,0,000, , , , ,1,000,0,000, 
2017,20,PIURA,02,AYABACA,10,SUYO,00258,00095,13,1,1,1,124.662561576355,1,1,1,2,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106,25,000,QUINTAL,18,50,25,000,140,00,3500, ,0,000,0,000, 
2018,20,PIURA,02,AYABACA,10,SUYO,00258,00103,13,1,1,1,134.25198938992,1,1,1,1,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106,20,000,QUINTAL,18,50,15,000,140,00,2100, ,5,000,0,000, 
2018,20,PIURA,02,AYABACA,10,SUYO,00259,00007,1,1,1,1,145.439655172414,1,1,1,1,MAIZ AMARILLO DURO,2107,HARINA DE MAIZ,4115,0,500,QUINTAL,18,50,0,000, , , , ,0,500,0,000, 
2018,20,PIURA,02,AYABACA,10,SUYO,00259,00007,1,1,1,1,145.439655172414,1,1,1,2,MAIZ AMARILLO DURO,2107,MAIZ MOTE (PELADO),4122,0,500,QUINTAL,18,50,0,000, , , , ,0,500,0,000, 
2018,20,PIURA,02,AYABACA,10,SUYO,00259,00018,2,1,1,1,145.439655172414,1,1,1,1,MAIZ AMARILLO DURO,2107,MAIZ MOTE (PELADO),4122,1,000,SACO,19,100,0,000, , , , ,1,000,0,000, 
2018,20,PIURA,02,AYABACA,10,SUYO,00259,00018,2,1,1,1,145.439655172414,1,1,1,2,MAIZ AMARILLO DURO,2107,HARINA DE MAIZ,4115,1,000,SACO,19,100,0,000, , , , ,1,000,0,000, 
2018,20,PIURA,02,AYABACA,10,SUYO,00259,00047,6,1,1,1,145.439655172414,1,1,1,1,MAIZ AMARILLO DURO,2107,MAIZ MOTE (PELADO),4122,2,000,SACO,19,45,0,000, , , , ,2,000,0,000, 
2018,20,PIURA,02,AYABACA,10,SUYO,00259,00047,6,1,1,1,145.439655172414,1,1,1,2,MAIZ AMARILLO DURO,2107,HARINA DE MAIZ,4115,2,000,SACO,19,45,0,000, , , , ,2,000,0,000, 
2018,20,PIURA,02,AYABACA,10,SUYO,00259,00049,7,1,1,1,145.439655172414,1,1,1,1,CACAO,1202,TABLETAS DE CHOCOLATE,4135,3,500,KILO,12,1,0,000, , , , ,3,500,0,000, 
2018,20,PIURA,02,AYABACA,10,SUYO,00259,00049,7,1,1,1,145.439655172414,1,1,1,2,MAIZ AMARILLO DURO,2107,HARINA DE MAIZ,4115,0,500,SACO,19,50,0,000, , , , ,0,500,0,000, 
2018,20,PIURA,02,AYABACA,10,SUYO,00259,00094,12,1,1,1,145.439655172414,1,1,1,1,CACAO,1202,TABLETAS DE CHOCOLATE,4135,3,500,KILO,12,1,0,000, , , , ,3,500,0,000, 
2018,20,PIURA,02,AYABACA,10,SUYO,00259,00112,14,1,1,1,145.439655172414,1,1,1,1,MAIZ AMARILLO DURO,2107,MAIZ MOTE (PELADO),4122,0,500,QUINTAL,18,50,0,000, , , , ,0,500,0,000, 
2018,20,PIURA,02,AYABACA,10,SUYO,00259,00112,14,1,1,1,145.439655172414,1,1,1,2,MAIZ AMARILLO DURO,2107,HARINA DE MAIZ,4115,0,500,QUINTAL,18,50,0,000, , , , ,0,500,0,000, 
2018,20,PIURA,02,AYABACA,10,SUYO,00266,00009,1,1,1,1,124.662561576355,1,1,1,1,MAIZ AMARILLO DURO,2107,HARINA DE MAIZ,4115,0,500,QUINTAL,18,50,0,000, , , , ,0,500,0,000, 
2018,20,PIURA,02,AYABACA,10,SUYO,00266,00009,1,1,1,1,124.662561576355,1,1,1,2,MAIZ AMARILLO DURO,2107,MAIZ MOTE (PELADO),4122,0,500,QUINTAL,18,50,0,000, , , , ,0,500,0,000, 
2018,20,PIURA,02,AYABACA,10,SUYO,00266,00032,4,1,1,1,124.662561576355,1,1,1,1,CACAO,1202,TABLETAS DE CHOCOLATE,4135,0,500,KILO,12,1,0,000, , , , ,0,500,0,000, 
2018,20,PIURA,02,AYABACA,10,SUYO,00266,00052,7,1,1,1,124.662561576355,1,1,1,1,MAIZ AMARILLO DURO,2107,HARINA DE MAIZ,4115,10,000,QUINTAL,18,50,0,000, , , , ,10,000,0,000, 
2018,20,PIURA,02,AYABACA,10,SUYO,00266,00052,7,1,1,1,124.662561576355,1,1,1,2,MAIZ AMARILLO DURO,2107,MAIZ MOTE (PELADO),4122,2,000,QUINTAL,18,50,0,000, , , , ,2,000,0,000, 
2018,20,PIURA,02,AYABACA,10,SUYO,00266,00052,7,1,1,1,124.662561576355,1,1,1,3,CACAO,1202,TABLETAS DE CHOCOLATE,4135,0,500,KILO,12,1,0,000, , , , ,0,500,0,000, 
2018,20,PIURA,02,AYABACA,10,SUYO,00266,00078,9,1,1,1,124.662561576355,1,1,1,1,MAIZ AMARILLO DURO,2107,MAIZ MOTE (PELADO),4122,0,500,QUINTAL,18,50,0,000, , , , ,0,500,0,000, 
2018,20,PIURA,02,AYABACA,10,SUYO,00266,00078,9,1,1,1,124.662561576355,1,1,1,2,MAIZ AMARILLO DURO,2107,HARINA DE MAIZ,4115,0,500,QUINTAL,18,50,0,000, , , , ,0,500,0,000, 
2018,20,PIURA,02,AYABACA,10,SUYO,00266,00099,13,1,1,1,124.662561576355,1,1,1,1,MAIZ AMARILLO DURO,2107,MAIZ MOTE (PELADO),4122,1,500,QUINTAL,18,50,0,000, , , , ,1,500,0,000, 
2018,20,PIURA,02,AYABACA,10,SUYO,00266,00099,13,1,1,1,124.662561576355,1,1,1,2,MAIZ AMARILLO DURO,2107,HARINA DE MAIZ,4115,1,500,QUINTAL,18,50,0,000, , , , ,1,500,0,000, 
2018,20,PIURA,02,AYABACA,10,SUYO,00266,00101,14,1,1,1,124.662561576355,1,1,1,1,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115,3,000,QUINTAL,18,50,0,000, , , , ,3,000,0,000, 
2018,20,PIURA,02,AYABACA,10,SUYO,00266,00101,14,1,1,1,124.662561576355,1,1,1,2,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122,2,000,QUINTAL,18,50,0,000, , , , ,2,000,0,000, 
2014,20,PIURA,02,AYABACA,03,JILILI,00275,00003,1,1,1,1,124.662561576355,1,1,1,1, , ,CHANCACA,4106,20,000,QUINTAL,18,50,17,000,90,000,1530, ,3,000,0,000,00
2014,20,PIURA,02,AYABACA,03,JILILI,00275,00017,3,1,1,1,124.662561576355,1,1,1,1, , ,CHANCACA,4106,14,000,QUINTAL,18,50,10,000,90,000,900, ,4,000,0,000,00
2014,20,PIURA,02,AYABACA,03,JILILI,00275,00029,5,1,1,1,124.662561576355,1,1,1,1, , ,CHANCACA,4106,18,000,QUINTAL,18,50,15,000,80,000,1200, ,3,000,0,000,00
2014,20,PIURA,02,AYABACA,03,JILILI,00275,00040,6,1,1,1,124.662561576355,1,1,1,1, , ,CHANCACA,4106,130,000,QUINTAL,18,50,122,000,40,000,4880, ,8,000,0,000,00
2014,20,PIURA,02,AYABACA,03,JILILI,00275,00050,7,1,1,1,124.662561576355,1,1,1,1, , ,CHANCACA,4106,93,000,QUINTAL,18,50,91,000,30,000,2730, ,2,000,0,000,00
2014,20,PIURA,02,AYABACA,03,JILILI,00275,00061,8,1,1,1,124.662561576355,1,1,0,1, , ,CHANCACA,4106,150,000,QUINTAL,18,50,148,000,40,000,5920, ,2,000,0,000,00
2014,20,PIURA,02,AYABACA,03,JILILI,00275,00076,9,1,1,1,124.662561576355,1,1,1,1, , ,CHANCACA,4106,14,000,QUINTAL,18,50,13,000,90,000,1170, ,1,000,0,000,00
2014,20,PIURA,02,AYABACA,03,JILILI,00275,00092,10,1,1,1,124.662561576355,1,1,1,1, , ,PANELA GRANULADA,8888,40,000,QUINTAL,18,50,39,000,110,000,4290, ,1,000,0,000,00
2014,20,PIURA,02,AYABACA,03,JILILI,00275,00110,12,1,1,1,124.662561576355,1,1,1,1, , ,CHANCACA,4106,12,000,QUINTAL,18,50,10,000,90,000,900, ,2,000,0,000,00
2014,20,PIURA,02,AYABACA,03,JILILI,00275,00120,13,1,1,1,124.662561576355,1,1,1,1, , ,AGUARDIENTE (CAÑAZO),4103,374,000,LATA,13,15,374,000,36,000,13464, ,0,000,0,000,00
2022,20,PIURA,02,AYABACA,09,SICCHEZ,00278,00048,6,1,1, , ,1,1,1,1,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106,643,000,UNIDAD,24,1,572,000,2,00,1144,2,36,000,35,000, 
