ANIO,CCDD,NOMBREDD,CCPP,NOMBREPV,CCDI,NOMBREDI,CONGLOMERADO,NSELUA,UA,RESFIN,REGION,DOMINIO,FACTOR,CODIGO,P101A,P102_1,P102_2,P102_3,P1202B_N,P1202B_DEP_COD,P1202B_DEP,P1202B_PROV_COD,P1202B_PROV,P1202B_DIST_COD,P1202B_DIST,P1202B_CANT,OMICAP1200A
2021,14,LAMBAYEQUE,02,FERREÑAFE,03,INCAHUASI,01623,00037,3,1,2,4,27.1309523809524,1, ,1,0,0,1,14,LAMBAYEQUE,02,FERREÑAFE,05,PITIPO,1, 
2021,14,LAMBAYEQUE,02,FERREÑAFE,05,PITIPO,01648,00084,10,1,1,1,58.8658008658009,1, ,1,1,0,1,14,LAMBAYEQUE,03,LAMBAYEQUE,04,JAYANCA,1, 
2021,14,LAMBAYEQUE,02,FERREÑAFE,05,PITIPO,01653,00073,10,1,1,1,58.8658008658009,1, ,1,1,0,1,14,LAMBAYEQUE,03,LAMBAYEQUE,04,JAYANCA,1, 
2021,14,LAMBAYEQUE,02,FERREÑAFE,04,MANUEL ANTONIO MESONES MURO,01676,00025,3,1,1,1,58.8658008658009,1, ,1,0,0,1,14,LAMBAYEQUE,02,FERREÑAFE,06,PUEBLO NUEVO,1, 
2021,14,LAMBAYEQUE,02,FERREÑAFE,04,MANUEL ANTONIO MESONES MURO,01676,00048,5,1,1,1,58.8658008658009,1, ,1,0,0,1,14,LAMBAYEQUE,02,FERREÑAFE,01,FERREÑAFE,3, 
2021,14,LAMBAYEQUE,02,FERREÑAFE,04,MANUEL ANTONIO MESONES MURO,01677,00086,13,1,1,1,68.6767676767677,1, ,1,0,0,2,14,LAMBAYEQUE,03,LAMBAYEQUE,01,LAMBAYEQUE,1, 
2021,14,LAMBAYEQUE,02,FERREÑAFE,04,MANUEL ANTONIO MESONES MURO,01677,00086,13,1,1,1,68.6767676767677,1, ,1,0,0,1,14,LAMBAYEQUE,03,LAMBAYEQUE,01,LAMBAYEQUE,1, 
2021,14,LAMBAYEQUE,02,FERREÑAFE,06,PUEBLO NUEVO,01690,00057,6,1,1,1,63.3939393939394,1, ,1,1,0,1,14,LAMBAYEQUE,02,FERREÑAFE,04,MANUEL ANTONIO MESONES MURO,1, 
2021,14,LAMBAYEQUE,01,CHICLAYO,10,OYOTUN,01719,00035,5,1,1,1,58.8658008658009,1, ,1,0,0,1,14,LAMBAYEQUE,01,CHICLAYO,09,NUEVA ARICA,1, 
2021,14,LAMBAYEQUE,01,CHICLAYO,01,CHICLAYO,01761,00099,12,1,1,1,63.3939393939394,1, ,1,0,0,1,14,LAMBAYEQUE,01,CHICLAYO,10,OYOTUN,1, 
2021,14,LAMBAYEQUE,01,CHICLAYO,01,CHICLAYO,01761,00116,13,1,1,1,63.3939393939394,1, ,0,0,1,1,14,LAMBAYEQUE,02,FERREÑAFE,04,MANUEL ANTONIO MESONES MURO,2, 
2021,14,LAMBAYEQUE,01,CHICLAYO,01,CHICLAYO,01761,00130,14,1,1,1,63.3939393939394,1, ,1,1,0,1,14,LAMBAYEQUE,01,CHICLAYO,17,PATAPO,1, 
2021,14,LAMBAYEQUE,01,CHICLAYO,08,MONSEFU,01784,00004,1,1,1,1,58.8658008658009,1, ,1,1,0,1,14,LAMBAYEQUE,01,CHICLAYO,06,LA VICTORIA,1, 
2021,14,LAMBAYEQUE,01,CHICLAYO,08,MONSEFU,01784,00015,3,1,1,1,58.8658008658009,1, ,1,0,0,1,14,LAMBAYEQUE,01,CHICLAYO,06,LA VICTORIA,1, 
2021,06,CAJAMARCA,09,SAN IGNACIO,06,SAN JOSÉ DE LOURDES,01889,00135,14,1,3,7,291.658163265306,1, ,1,1,0,1,06,CAJAMARCA,09,SAN IGNACIO,03,HUARANGO,1, 
2021,06,CAJAMARCA,08,JAEN,02,BELLAVISTA,02144,00111,14,1,3,7,314.093406593407,1, ,1,1,0,1,06,CAJAMARCA,09,SAN IGNACIO,03,HUARANGO,1, 
2021,06,CAJAMARCA,06,CUTERVO,07,QUEROCOTILLO,02264,00131,13,1,2,4,254.065178571429,1, ,1,1,0,1,06,CAJAMARCA,06,CUTERVO,01,CUTERVO,1, 
2021,06,CAJAMARCA,06,CUTERVO,11,SANTA CRUZ,02310,00048,5,1,2,4,273.608653846154,1, ,1,1,0,1,06,CAJAMARCA,06,CUTERVO,02,CALLAYUC,1, 
2021,06,CAJAMARCA,06,CUTERVO,11,SANTA CRUZ,02310,00129,14,1,2,4,273.608653846154,1, ,1,1,0,1,06,CAJAMARCA,06,CUTERVO,08,SAN ANDRES DE CUTERVO,1, 
2021,06,CAJAMARCA,06,CUTERVO,01,CUTERVO,02436,00062,5,1,2,4,254.065178571429,1, ,1,0,0,1,06,CAJAMARCA,08,JAEN,01,JAEN,1, 
2021,06,CAJAMARCA,06,CUTERVO,01,CUTERVO,02463,00054,7,1,2,4,296.409375,1, ,1,1,0,1,06,CAJAMARCA,04,CHOTA,09,HUAMBOS,1, 
2021,06,CAJAMARCA,04,CHOTA,09,HUAMBOS,02671,00004,1,1,2,4,254.065178571429,1, ,1,1,0,1,06,CAJAMARCA,13,SANTA CRUZ,04,CHANCAYBAÑOS,3, 
2021,06,CAJAMARCA,04,CHOTA,09,HUAMBOS,02671,00014,2,1,2,4,254.065178571429,1, ,1,1,0,1,06,CAJAMARCA,13,SANTA CRUZ,04,CHANCAYBAÑOS,1, 
2021,06,CAJAMARCA,04,CHOTA,09,HUAMBOS,02671,00017,3,1,2,4,254.065178571429,1, ,1,1,0,1,06,CAJAMARCA,13,SANTA CRUZ,04,CHANCAYBAÑOS,3, 
2021,06,CAJAMARCA,04,CHOTA,09,HUAMBOS,02671,00042,6,1,2,4,254.065178571429,1, ,1,1,0,1,06,CAJAMARCA,13,SANTA CRUZ,04,CHANCAYBAÑOS,1, 
2021,06,CAJAMARCA,04,CHOTA,09,HUAMBOS,02671,00055,7,1,2,4,254.065178571429,1, ,1,1,0,1,06,CAJAMARCA,13,SANTA CRUZ,04,CHANCAYBAÑOS,3, 
2021,06,CAJAMARCA,04,CHOTA,09,HUAMBOS,02671,00059,8,1,2,4,254.065178571429,1, ,1,1,0,1,06,CAJAMARCA,13,SANTA CRUZ,04,CHANCAYBAÑOS,1, 
2021,06,CAJAMARCA,04,CHOTA,09,HUAMBOS,02671,00063,9,1,2,4,254.065178571429,1, ,1,1,0,1,06,CAJAMARCA,13,SANTA CRUZ,04,CHANCAYBAÑOS,1, 
2021,06,CAJAMARCA,04,CHOTA,09,HUAMBOS,02671,00077,11,1,2,4,254.065178571429,1, ,1,1,0,1,06,CAJAMARCA,13,SANTA CRUZ,04,CHANCAYBAÑOS,1, 
2021,06,CAJAMARCA,04,CHOTA,09,HUAMBOS,02671,00084,13,1,2,4,254.065178571429,1, ,1,1,0,1,06,CAJAMARCA,13,SANTA CRUZ,04,CHANCAYBAÑOS,1, 
2021,06,CAJAMARCA,04,CHOTA,09,HUAMBOS,02671,00091,14,1,2,4,254.065178571429,1, ,1,1,0,1,06,CAJAMARCA,13,SANTA CRUZ,04,CHANCAYBAÑOS,1, 
2021,06,CAJAMARCA,04,CHOTA,01,CHOTA,02756,00042,4,1,2,4,254.065178571429,1, ,1,1,0,1,06,CAJAMARCA,04,CHOTA,08,CONCHAN,4, 
2021,06,CAJAMARCA,04,CHOTA,01,CHOTA,02756,00088,9,1,2,4,254.065178571429,1, ,1,1,0,1,06,CAJAMARCA,04,CHOTA,01,CHOTA,2, 
2021,06,CAJAMARCA,04,CHOTA,01,CHOTA,02756,00096,10,1,2,4,254.065178571429,1, ,1,1,0,1,06,CAJAMARCA,04,CHOTA,08,CONCHAN,1, 
2021,06,CAJAMARCA,04,CHOTA,04,CHIGUIRIP,02918,00060,8,1,2,4,254.065178571429,1, ,1,1,0,1,06,CAJAMARCA,04,CHOTA,01,CHOTA,1, 
2021,06,CAJAMARCA,04,CHOTA,04,CHIGUIRIP,02918,00075,11,1,2,4,254.065178571429,1, ,1,1,0,1,06,CAJAMARCA,04,CHOTA,01,CHOTA,1, 
2021,06,CAJAMARCA,04,CHOTA,04,CHIGUIRIP,02918,00080,12,1,2,4,254.065178571429,1, ,1,1,0,1,06,CAJAMARCA,04,CHOTA,08,CONCHAN,1, 
2021,06,CAJAMARCA,04,CHOTA,13,PACCHA,03058,00040,4,1,2,4,254.065178571429,1, ,1,1,0,1,06,CAJAMARCA,04,CHOTA,19,CHALAMARCA,1, 
2021,06,CAJAMARCA,07,HUALGAYOC,02,CHUGUR,03067,00001,1,1,2,4,254.065178571429,1, ,1,1,0,1,06,CAJAMARCA,13,SANTA CRUZ,09,SEXI,2, 
2021,06,CAJAMARCA,07,HUALGAYOC,02,CHUGUR,03067,00053,6,1,2,4,254.065178571429,1, ,1,1,0,1,06,CAJAMARCA,04,CHOTA,10,LAJAS,1, 
2021,06,CAJAMARCA,07,HUALGAYOC,02,CHUGUR,03067,00097,11,1,2,4,254.065178571429,1, ,1,1,0,1,06,CAJAMARCA,13,SANTA CRUZ,06,NINABAMBA,1, 
2021,06,CAJAMARCA,07,HUALGAYOC,02,CHUGUR,03074,00028,4,1,2,4,254.065178571429,1, ,1,1,0,1,06,CAJAMARCA,04,CHOTA,01,CHOTA,1, 
2021,06,CAJAMARCA,07,HUALGAYOC,02,CHUGUR,03074,00103,14,1,2,4,254.065178571429,1, ,1,1,0,1,06,CAJAMARCA,04,CHOTA,10,LAJAS,1, 
2021,06,CAJAMARCA,13,SANTA CRUZ,04,CHANCAYBAÑOS,03481,00101,10,1,2,4,296.409375,1, ,1,1,0,1,06,CAJAMARCA,04,CHOTA,07,COCHABAMBA,1, 
2021,06,CAJAMARCA,13,SANTA CRUZ,04,CHANCAYBAÑOS,03481,00108,11,1,2,4,296.409375,1, ,1,1,0,1,06,CAJAMARCA,04,CHOTA,07,COCHABAMBA,1, 
2021,06,CAJAMARCA,13,SANTA CRUZ,04,CHANCAYBAÑOS,03481,00140,14,1,2,4,296.409375,1, ,1,1,0,1,06,CAJAMARCA,04,CHOTA,07,COCHABAMBA,1, 
2021,06,CAJAMARCA,11,SAN MIGUEL,06,LA FLORIDA,03608,00107,10,1,1,1,90.375,1, ,1,1,0,1,06,CAJAMARCA,13,SANTA CRUZ,03,CATACHE,1, 
2021,06,CAJAMARCA,11,SAN MIGUEL,07,LLAPA,03650,00058,7,1,2,4,254.065178571429,1, ,1,1,0,1,06,CAJAMARCA,11,SAN MIGUEL,12,TONGOD,1, 
2021,06,CAJAMARCA,11,SAN MIGUEL,07,LLAPA,03650,00097,12,1,2,4,254.065178571429,1, ,1,0,0,1,06,CAJAMARCA,11,SAN MIGUEL,03,CALQUIS,1, 
2021,06,CAJAMARCA,11,SAN MIGUEL,11,SAN SILVESTRE DE COCHAN,03669,00023,4,1,2,4,296.409375,1, ,1,1,0,1,06,CAJAMARCA,12,SAN PABLO,04,TUMBADEN,1, 
2021,06,CAJAMARCA,11,SAN MIGUEL,01,SAN MIGUEL,03672,00027,3,1,2,4,254.065178571429,1, ,1,1,0,1,06,CAJAMARCA,11,SAN MIGUEL,01,SAN MIGUEL,1, 
2021,06,CAJAMARCA,11,SAN MIGUEL,08,NANCHOC,03732,00130,12,1,1,1,90.375,1, ,1,0,0,1,06,CAJAMARCA,11,SAN MIGUEL,09,NIEPOS,2, 
2021,06,CAJAMARCA,01,CAJAMARCA,01,CAJAMARCA,03919,00048,4,1,2,4,296.409375,1, ,1,0,0,1,06,CAJAMARCA,01,CAJAMARCA,05,ENCAÑADA,2, 
2021,06,CAJAMARCA,01,CAJAMARCA,01,CAJAMARCA,03919,00060,6,1,2,4,296.409375,1, ,1,1,0,1,06,CAJAMARCA,12,SAN PABLO,04,TUMBADEN,1, 
2021,06,CAJAMARCA,01,CAJAMARCA,01,CAJAMARCA,03919,00092,8,1,2,4,296.409375,1, ,1,1,0,1,06,CAJAMARCA,01,CAJAMARCA,03,CHETILLA,5, 
2021,06,CAJAMARCA,01,CAJAMARCA,01,CAJAMARCA,03930,00036,4,1,2,4,254.065178571429,1, ,0,0,1,1,06,CAJAMARCA,01,CAJAMARCA,06,JESUS,1, 
2021,06,CAJAMARCA,01,CAJAMARCA,01,CAJAMARCA,03930,00042,6,1,2,4,254.065178571429,1, ,1,0,0,1,06,CAJAMARCA,01,CAJAMARCA,09,MAGDALENA,1, 
2021,06,CAJAMARCA,01,CAJAMARCA,01,CAJAMARCA,03930,00068,8,1,2,4,254.065178571429,1, ,1,1,0,1,06,CAJAMARCA,01,CAJAMARCA,06,JESUS,1, 
2021,06,CAJAMARCA,01,CAJAMARCA,01,CAJAMARCA,03930,00073,9,1,2,4,254.065178571429,1, ,0,0,1,1, , ,01,CAJAMARCA,09,MAGDALENA,2, 
2021,06,CAJAMARCA,01,CAJAMARCA,05,ENCAÑADA,04047,00039,3,1,2,4,254.065178571429,1, ,1,1,0,1,06,CAJAMARCA,03,CELENDIN,03,CORTEGANA,1, 
2021,06,CAJAMARCA,01,CAJAMARCA,05,ENCAÑADA,04051,00069,10,1,2,4,273.608653846154,1, ,1,1,0,1,06,CAJAMARCA,01,CAJAMARCA,08,LOS BAÑOS DEL INCA,1, 
2021,06,CAJAMARCA,01,CAJAMARCA,05,ENCAÑADA,04072,00044,5,1,2,4,273.608653846154,1, ,1,1,0,1,06,CAJAMARCA,03,CELENDIN,09,SOROCHUCO,1, 
2021,06,CAJAMARCA,01,CAJAMARCA,05,ENCAÑADA,04072,00078,7,1,2,4,273.608653846154,1, ,1,1,0,1,06,CAJAMARCA,01,CAJAMARCA,08,LOS BAÑOS DEL INCA,1, 
2021,06,CAJAMARCA,01,CAJAMARCA,05,ENCAÑADA,04072,00110,10,1,2,4,273.608653846154,1, ,0,0,1,1,06,CAJAMARCA,01,CAJAMARCA,08,LOS BAÑOS DEL INCA,1, 
2021,06,CAJAMARCA,01,CAJAMARCA,05,ENCAÑADA,04072,00110,10,1,2,4,273.608653846154,1, ,0,0,1,2,06,CAJAMARCA,01,CAJAMARCA,01,CAJAMARCA,1, 
2021,06,CAJAMARCA,01,CAJAMARCA,05,ENCAÑADA,04072,00128,12,1,2,4,273.608653846154,1, ,1,1,0,1,06,CAJAMARCA,01,CAJAMARCA,01,CAJAMARCA,1, 
2021,06,CAJAMARCA,01,CAJAMARCA,05,ENCAÑADA,04138,00055,7,1,2,4,254.065178571429,1, ,1,1,0,1,06,CAJAMARCA,01,CAJAMARCA,11,NAMORA,1, 
2021,06,CAJAMARCA,01,CAJAMARCA,05,ENCAÑADA,04138,00105,11,1,2,4,254.065178571429,1, ,1,1,0,1,06,CAJAMARCA,01,CAJAMARCA,11,NAMORA,1, 
2021,06,CAJAMARCA,01,CAJAMARCA,07,LLACANORA,04223,00090,9,1,2,4,254.065178571429,1, ,1,1,0,1,06,CAJAMARCA,01,CAJAMARCA,11,NAMORA,1, 
2021,06,CAJAMARCA,01,CAJAMARCA,09,MAGDALENA,04243,00054,11,1,2,4,254.065178571429,1, ,1,1,0,1,06,CAJAMARCA,01,CAJAMARCA,09,MAGDALENA,2, 
2021,06,CAJAMARCA,01,CAJAMARCA,09,MAGDALENA,04243,00060,12,1,2,4,254.065178571429,1, ,1,1,0,1,06,CAJAMARCA,12,SAN PABLO,02,SAN BERNARDINO,5, 
2021,06,CAJAMARCA,01,CAJAMARCA,09,MAGDALENA,04257,00016,2,1,2,4,254.065178571429,1, ,1,1,0,1,06,CAJAMARCA,01,CAJAMARCA,02,ASUNCION,5, 
2021,06,CAJAMARCA,01,CAJAMARCA,09,MAGDALENA,04257,00036,4,1,2,4,254.065178571429,1, ,0,1,0,1,06,CAJAMARCA,01,CAJAMARCA,12,SAN JUAN,2, 
2021,06,CAJAMARCA,01,CAJAMARCA,09,MAGDALENA,04257,00056,7,1,2,4,254.065178571429,1, ,1,1,0,1,06,CAJAMARCA,01,CAJAMARCA,02,ASUNCION,2, 
2021,06,CAJAMARCA,01,CAJAMARCA,09,MAGDALENA,04257,00063,8,1,2,4,254.065178571429,1, ,0,0,1,1,06,CAJAMARCA,05,CONTUMAZA,01,CONTUMAZA,1, 
2021,06,CAJAMARCA,03,CELENDIN,07,MIGUEL IGLESIAS,04321,00007,1,1,2,4,254.065178571429,1, ,1,1,0,1,06,CAJAMARCA,03,CELENDIN,12,LA LIBERTAD DE PALLAN,1, 
2021,06,CAJAMARCA,03,CELENDIN,07,MIGUEL IGLESIAS,04321,00058,5,1,2,4,254.065178571429,1, ,1,1,0,1,06,CAJAMARCA,03,CELENDIN,12,LA LIBERTAD DE PALLAN,1, 
2021,06,CAJAMARCA,03,CELENDIN,07,MIGUEL IGLESIAS,04321,00082,8,1,2,4,254.065178571429,1, ,1,1,0,1,06,CAJAMARCA,03,CELENDIN,02,CHUMUCH,2, 
2021,06,CAJAMARCA,03,CELENDIN,07,MIGUEL IGLESIAS,04321,00088,9,1,2,4,254.065178571429,1, ,1,1,0,1,06,CAJAMARCA,12,SAN PABLO,01,SAN PABLO,1, 
2021,06,CAJAMARCA,03,CELENDIN,07,MIGUEL IGLESIAS,04321,00115,11,1,2,4,254.065178571429,1, ,1,1,0,1,06,CAJAMARCA,03,CELENDIN,01,CELENDIN,1, 
2021,06,CAJAMARCA,03,CELENDIN,12,LA LIBERTAD DE PALLAN,04332,00059,7,1,2,4,254.065178571429,1, ,1,1,0,1,06,CAJAMARCA,03,CELENDIN,07,MIGUEL IGLESIAS,1, 
2021,06,CAJAMARCA,03,CELENDIN,01,CELENDIN,04362,00017,4,1,2,4,254.065178571429,1, ,1,1,0,1,06,CAJAMARCA,03,CELENDIN,02,CHUMUCH,3, 
2021,06,CAJAMARCA,03,CELENDIN,09,SOROCHUCO,04568,00055,10,1,2,4,254.065178571429,1, ,1,1,0,1,06,CAJAMARCA,01,CAJAMARCA,05,ENCAÑADA,3, 
2021,06,CAJAMARCA,10,SAN MARCOS,04,GREGORIO PITA,04691,00053,3,1,2,4,254.065178571429,1, ,1,1,0,1,06,CAJAMARCA,10,SAN MARCOS,07,JOSE SABOGAL,1, 
2021,06,CAJAMARCA,10,SAN MARCOS,04,GREGORIO PITA,04691,00091,7,1,2,4,254.065178571429,1, ,1,1,0,1,06,CAJAMARCA,10,SAN MARCOS,07,JOSE SABOGAL,1, 
2021,06,CAJAMARCA,10,SAN MARCOS,04,GREGORIO PITA,04694,00026,5,1,2,4,254.065178571429,1, ,1,0,0,1,06,CAJAMARCA,10,SAN MARCOS,01,PEDRO GALVEZ,4, 
2021,06,CAJAMARCA,10,SAN MARCOS,04,GREGORIO PITA,04694,00101,13,1,2,4,254.065178571429,1, ,1,1,0,1,06,CAJAMARCA,10,SAN MARCOS,07,JOSE SABOGAL,1, 
2021,06,CAJAMARCA,10,SAN MARCOS,01,PEDRO GALVEZ,04780,00103,8,1,2,4,273.608653846154,1, ,1,1,0,1,06,CAJAMARCA,10,SAN MARCOS,04,GREGORIO PITA,2, 
2021,06,CAJAMARCA,10,SAN MARCOS,01,PEDRO GALVEZ,04799,00067,8,1,2,4,296.409375,1, ,1,1,0,1,06,CAJAMARCA,10,SAN MARCOS,07,JOSE SABOGAL,1, 
2021,06,CAJAMARCA,02,CAJABAMBA,02,CACHACHI,04883,00055,9,1,2,4,273.608653846154,1, ,1,1,0,1,06,CAJAMARCA,02,CAJABAMBA,04,SITACOCHA,1, 
2021,01,AMAZONAS,02,BAGUA,05,IMAZA,05136,00124,8,1,3,7,89.8303571428571,1, ,1,1,0,1,01,AMAZONAS,04,CONDORCANQUI,02,EL CENEPA,1, 
2021,01,AMAZONAS,02,BAGUA,05,IMAZA,05136,00225,13,1,3,7,89.8303571428571,1, ,1,0,0,1,01,AMAZONAS,04,CONDORCANQUI,01,NIEVA,1, 
2021,01,AMAZONAS,02,BAGUA,02,ARAMANGO,05162,00029,4,1,3,7,89.8303571428572,1, ,1,1,0,1,01,AMAZONAS,02,BAGUA,06,LA PECA,1, 
2021,01,AMAZONAS,07,UTCUBAMBA,02,CAJARURO,05303,00095,11,1,3,7,89.8303571428571,1, ,1,1,0,1,01,AMAZONAS,07,UTCUBAMBA,01,BAGUA GRANDE,1, 
2021,01,AMAZONAS,07,UTCUBAMBA,06,LONYA GRANDE,05334,00005,1,1,3,7,89.8303571428571,1, ,0,0,1,1,01,AMAZONAS,07,UTCUBAMBA,07,YAMON,1, 
2021,01,AMAZONAS,07,UTCUBAMBA,06,LONYA GRANDE,05334,00008,2,1,3,7,89.8303571428571,1, ,1,0,0,1,01,AMAZONAS,07,UTCUBAMBA,07,YAMON,1, 
2021,01,AMAZONAS,07,UTCUBAMBA,06,LONYA GRANDE,05334,00027,4,1,3,7,89.8303571428571,1, ,1,1,0,1,01,AMAZONAS,07,UTCUBAMBA,07,YAMON,2, 
2021,01,AMAZONAS,07,UTCUBAMBA,06,LONYA GRANDE,05334,00036,6,1,3,7,89.8303571428571,1, ,1,1,0,1,01,AMAZONAS,07,UTCUBAMBA,07,YAMON,1, 
2021,01,AMAZONAS,07,UTCUBAMBA,06,LONYA GRANDE,05334,00042,7,1,3,7,89.8303571428571,1, ,1,1,0,1,01,AMAZONAS,07,UTCUBAMBA,07,YAMON,1, 
2021,01,AMAZONAS,03,BONGARA,01,JUMBILLA,05382,00018,3,1,2,4,27.8657142857143,1, ,1,1,0,1,01,AMAZONAS,03,BONGARA,08,RECTA,1, 
2021,01,AMAZONAS,05,LUYA,05,CONILA,05413,00003,2,1,2,4,27.8657142857143,1, ,1,1,0,1,01,AMAZONAS,05,LUYA,09,LUYA,1, 
2021,01,AMAZONAS,05,LUYA,05,CONILA,05413,00012,3,1,2,4,27.8657142857143,1, ,1,1,0,1,01,AMAZONAS,05,LUYA,09,LUYA,1, 
2021,01,AMAZONAS,05,LUYA,18,SAN JERÓNIMO,05421,00078,8,1,2,4,27.8657142857143,1, ,1,0,0,1,01,AMAZONAS,03,BONGARA,05,CUISPES,1, 
2021,01,AMAZONAS,05,LUYA,18,SAN JERÓNIMO,05421,00104,11,1,2,4,27.8657142857143,1, ,0,0,1,1,01,AMAZONAS,05,LUYA,20,SANTA CATALINA,2, 
2021,01,AMAZONAS,05,LUYA,18,SAN JERÓNIMO,05421,00104,11,1,2,4,27.8657142857143,1, ,0,0,1,2,01,AMAZONAS,05,LUYA,16,SAN CRISTOBAL,2, 
2021,01,AMAZONAS,05,LUYA,18,SAN JERÓNIMO,05421,00114,12,1,2,4,27.8657142857143,1, ,1,1,0,1,01,AMAZONAS,05,LUYA,20,SANTA CATALINA,3, 
2021,01,AMAZONAS,05,LUYA,18,SAN JERÓNIMO,05421,00122,14,1,2,4,27.8657142857143,1, ,1,0,0,1,01,AMAZONAS,05,LUYA,20,SANTA CATALINA,1, 
2021,01,AMAZONAS,05,LUYA,18,SAN JERÓNIMO,05422,00048,5,1,2,4,27.8657142857143,1, ,1,1,0,1,01,AMAZONAS,05,LUYA,16,SAN CRISTOBAL,1, 
2021,01,AMAZONAS,05,LUYA,18,SAN JERÓNIMO,05422,00076,9,1,2,4,27.8657142857143,1, ,1,0,0,1,01,AMAZONAS,05,LUYA,16,SAN CRISTOBAL,1, 
2021,01,AMAZONAS,05,LUYA,01,LAMUD,05425,00052,7,1,2,4,27.8657142857143,1, ,1,0,0,1,01,AMAZONAS,03,BONGARA,03,CHURUJA,1, 
2021,01,AMAZONAS,05,LUYA,01,LAMUD,05426,00041,7,1,2,4,27.8657142857143,1, ,1,1,0,1,01,AMAZONAS,05,LUYA,09,LUYA,2, 
2021,01,AMAZONAS,05,LUYA,09,LUYA,05430,00104,10,1,2,4,27.8657142857143,1, ,1,1,0,1,01,AMAZONAS,05,LUYA,05,CONILA,2, 
2021,01,AMAZONAS,05,LUYA,09,LUYA,05430,00139,13,1,2,4,27.8657142857143,1, ,1,1,0,1,01,AMAZONAS,05,LUYA,05,CONILA,1, 
2021,01,AMAZONAS,05,LUYA,09,LUYA,05430,00142,14,1,2,4,27.8657142857143,1, ,1,1,0,1,01,AMAZONAS,05,LUYA,05,CONILA,1, 
2021,01,AMAZONAS,05,LUYA,12,OCALLI,05439,00041,4,1,2,4,27.8657142857143,1, ,1,1,0,1,01,AMAZONAS,05,LUYA,15,PROVIDENCIA,1, 
2021,01,AMAZONAS,05,LUYA,15,PROVIDENCIA,05446,00031,3,1,2,4,27.8657142857143,1, ,1,0,0,1,01,AMAZONAS,05,LUYA,13,OCUMAL,1, 
2021,01,AMAZONAS,05,LUYA,13,OCUMAL,05447,00217,13,1,2,4,27.8657142857143,1, ,1,0,0,1,01,AMAZONAS,05,LUYA,15,PROVIDENCIA,2, 
2021,01,AMAZONAS,05,LUYA,13,OCUMAL,05450,00025,5,1,2,4,27.8657142857143,1, ,1,1,0,1,01,AMAZONAS,05,LUYA,12,OCALLI,1, 
2021,01,AMAZONAS,05,LUYA,13,OCUMAL,05450,00042,8,1,2,4,27.8657142857143,1, ,1,1,0,1,01,AMAZONAS,05,LUYA,12,OCALLI,1, 
2021,01,AMAZONAS,05,LUYA,04,COLCAMAR,05453,00068,5,1,2,4,27.8657142857143,1, ,1,1,0,1,01,AMAZONAS,05,LUYA,06,INGUILPATA,1, 
2021,01,AMAZONAS,05,LUYA,14,PISUQUIA,05466,00048,7,1,2,4,32.51,1, ,1,1,0,1,01,AMAZONAS,05,LUYA,13,OCUMAL,1, 
2021,01,AMAZONAS,05,LUYA,14,PISUQUIA,05467,00061,5,1,2,4,27.8657142857143,1, ,1,0,0,1,01,AMAZONAS,05,LUYA,13,OCUMAL,1, 
2021,01,AMAZONAS,05,LUYA,14,PISUQUIA,05467,00089,8,1,2,4,27.8657142857143,1, ,1,1,0,1,01,AMAZONAS,05,LUYA,04,COLCAMAR,1, 
2021,01,AMAZONAS,05,LUYA,03,COCABAMBA,05471,00087,8,1,2,4,30.0092307692308,1, ,1,1,0,1,01,AMAZONAS,05,LUYA,21,SANTO TOMAS,2, 
2021,01,AMAZONAS,05,LUYA,03,COCABAMBA,05471,00141,11,1,2,4,30.0092307692308,1, ,1,1,0,1,01,AMAZONAS,01,CHACHAPOYAS,11,LEVANTO,1, 
2021,01,AMAZONAS,05,LUYA,19,SAN JUAN DE LOPECANCHA,05477,00066,7,1,2,4,27.8657142857143,1, ,1,0,0,1,01,AMAZONAS,01,CHACHAPOYAS,09,LA JALCA,2, 
2021,01,AMAZONAS,05,LUYA,19,SAN JUAN DE LOPECANCHA,05477,00101,10,1,2,4,27.8657142857143,1, ,1,0,0,1,01,AMAZONAS,01,CHACHAPOYAS,09,LA JALCA,1, 
2021,01,AMAZONAS,05,LUYA,19,SAN JUAN DE LOPECANCHA,05477,00138,14,1,2,4,27.8657142857143,1, ,1,1,0,1,01,AMAZONAS,01,CHACHAPOYAS,09,LA JALCA,1, 
2021,01,AMAZONAS,05,LUYA,21,SANTO TOMAS,05482,00099,13,1,2,4,27.8657142857143,1, ,1,1,0,1,01,AMAZONAS,05,LUYA,09,LUYA,1, 
2021,01,AMAZONAS,05,LUYA,21,SANTO TOMAS,05482,00113,14,1,2,4,27.8657142857143,1, ,1,0,0,1,01,AMAZONAS,05,LUYA,03,COCABAMBA,2, 
2021,01,AMAZONAS,01,CHACHAPOYAS,17,QUINJALCA,05489,00122,11,1,2,4,27.8657142857143,1, ,1,1,0,1,01,AMAZONAS,01,CHACHAPOYAS,14,MOLINOPAMPA,1, 
2021,01,AMAZONAS,01,CHACHAPOYAS,01,CHACHAPOYAS,05494,00002,1,1,2,4,27.8657142857143,1, ,1,1,0,1,01,AMAZONAS,05,LUYA,01,LAMUD,1, 
2021,01,AMAZONAS,01,CHACHAPOYAS,01,CHACHAPOYAS,05494,00132,13,1,2,4,27.8657142857143,1, ,1,1,0,1,01,AMAZONAS,05,LUYA,08,LONYA CHICO,2, 
